sigma_theta,sigma_c,sigma_t,stress_ratio,brittleness_index,Wet,depth,rockburst_grade,rock_quality_index,seismic_energy,fracture_volume,total_seismic_energy,seismic_pulses
,,,,,4.486330798479087,710.0,0.0,,,,48710.0,547.0
,,,,,4.486330798479087,710.0,0.0,,,,42860.0,588.0
,,,,,4.486330798479087,710.0,0.0,,,,33930.0,486.0
,,,,,4.486330798479087,710.0,3.0,,,,40070.0,501.0
,,,,,4.486330798479087,710.0,0.0,,,,56650.0,693.0
,,,,,4.486330798479087,710.0,0.0,,,,45530.0,736.0
,,,,,4.486330798479087,710.0,0.0,,,,37520.0,843.0
,,,,,4.486330798479087,710.0,3.0,,,,64380.0,844.0
,,,,,4.486330798479087,710.0,0.0,,,,67200.0,945.0
,,,,,4.486330798479087,710.0,0.0,,,,35910.0,636.0
,,,,,4.486330798479087,710.0,0.0,,,,40610.0,672.0
,,,,,4.486330798479087,710.0,0.0,,,,13330.0,671.0
,,,,,4.486330798479087,710.0,0.0,,,,12440.0,333.0
,,,,,4.486330798479087,710.0,0.0,,,,12600.0,266.0
,,,,,4.486330798479087,710.0,0.0,,,,44800.0,350.0
,,,,,4.486330798479087,710.0,0.0,,,,12000.0,379.0
,,,,,4.486330798479087,710.0,0.0,,,,18510.0,289.0
,,,,,4.486330798479087,710.0,0.0,,,,37110.0,484.0
,,,,,4.486330798479087,710.0,0.0,,,,65790.0,822.0
,,,,,4.486330798479087,710.0,0.0,,,,28230.0,513.0
,,,,,4.486330798479087,710.0,0.0,,,,21520.0,477.0
,,,,,4.486330798479087,710.0,3.0,,,,35450.0,567.0
,,,,,4.486330798479087,710.0,0.0,,,,49930.0,1525.0
,,,,,4.486330798479087,710.0,0.0,,,,28780.0,1294.0
,,,,,4.486330798479087,710.0,0.0,,,,22900.0,481.0
,,,,,4.486330798479087,710.0,3.0,,,,43270.0,673.0
,,,,,4.486330798479087,710.0,0.0,,,,135210.0,3261.0
,,,,,4.486330798479087,710.0,0.0,,,,54770.0,1913.0
,,,,,4.486330798479087,710.0,0.0,,,,30110.0,1068.0
,,,,,4.486330798479087,710.0,0.0,,,,26990.0,769.0
,,,,,4.486330798479087,710.0,0.0,,,,36970.0,1033.0
,,,,,4.486330798479087,710.0,0.0,,,,31160.0,623.0
,,,,,4.486330798479087,710.0,0.0,,,,40770.0,910.0
,,,,,4.486330798479087,710.0,0.0,,,,51560.0,1088.0
,,,,,4.486330798479087,710.0,0.0,,,,37610.0,1004.0
,,,,,4.486330798479087,710.0,3.0,,,,36100.0,608.0
,,,,,4.486330798479087,710.0,0.0,,,,32600.0,880.0
,,,,,4.486330798479087,710.0,3.0,,,,18820.0,396.0
,,,,,4.486330798479087,710.0,0.0,,,,25710.0,365.0
,,,,,4.486330798479087,710.0,0.0,,,,14000.0,286.0
,,,,,4.486330798479087,710.0,0.0,,,,18680.0,586.0
,,,,,4.486330798479087,710.0,0.0,,,,37440.0,686.0
,,,,,4.486330798479087,710.0,0.0,,,,36460.0,902.0
,,,,,4.486330798479087,710.0,0.0,,,,20610.0,670.0
,,,,,4.486330798479087,710.0,0.0,,,,21350.0,376.0
,,,,,4.486330798479087,710.0,0.0,,,,39850.0,714.0
,,,,,4.486330798479087,710.0,0.0,,,,39410.0,1146.0
,,,,,4.486330798479087,710.0,0.0,,,,28440.0,405.0
,,,,,4.486330798479087,710.0,0.0,,,,21750.0,635.0
,,,,,4.486330798479087,710.0,0.0,,,,68830.0,633.0
,,,,,4.486330798479087,710.0,0.0,,,,29550.0,486.0
,,,,,4.486330798479087,710.0,0.0,,,,23710.0,387.0
,,,,,4.486330798479087,710.0,0.0,,,,24650.0,391.0
,,,,,4.486330798479087,710.0,0.0,,,,31030.0,534.0
,,,,,4.486330798479087,710.0,0.0,,,,19200.0,418.0
,,,,,4.486330798479087,710.0,0.0,,,,23200.0,366.0
,,,,,4.486330798479087,710.0,0.0,,,,10820.0,426.0
,,,,,4.486330798479087,710.0,0.0,,,,13360.0,383.0
,,,,,4.486330798479087,710.0,3.0,,,,58460.0,540.0
,,,,,4.486330798479087,710.0,0.0,,,,26370.0,524.0
,,,,,4.486330798479087,710.0,0.0,,,,13110.0,417.0
,,,,,4.486330798479087,710.0,0.0,,,,11010.0,319.0
,,,,,4.486330798479087,710.0,0.0,,,,15840.0,275.0
,,,,,4.486330798479087,710.0,0.0,,,,12650.0,214.0
,,,,,4.486330798479087,710.0,0.0,,,,10020.0,370.0
,,,,,4.486330798479087,710.0,0.0,,,,11390.0,233.0
,,,,,4.486330798479087,710.0,3.0,,,,19890.0,236.0
,,,,,4.486330798479087,710.0,0.0,,,,56940.0,769.0
,,,,,4.486330798479087,710.0,0.0,,,,27390.0,674.0
,,,,,4.486330798479087,710.0,0.0,,,,26940.0,429.0
,,,,,4.486330798479087,710.0,0.0,,,,15760.0,318.0
,,,,,4.486330798479087,710.0,0.0,,,,13160.0,271.0
,,,,,4.486330798479087,710.0,3.0,,,,20550.0,381.0
,,,,,4.486330798479087,710.0,0.0,,,,28510.0,805.0
,,,,,4.486330798479087,710.0,3.0,,,,26210.0,619.0
,,,,,4.486330798479087,710.0,0.0,,,,18840.0,434.0
,,,,,4.486330798479087,710.0,0.0,,,,18440.0,398.0
,,,,,4.486330798479087,710.0,0.0,,,,11080.0,343.0
,,,,,4.486330798479087,710.0,0.0,,,,16380.0,736.0
,,,,,4.486330798479087,710.0,0.0,,,,27440.0,635.0
,,,,,4.486330798479087,710.0,0.0,,,,44980.0,597.0
,,,,,4.486330798479087,710.0,0.0,,,,31430.0,553.0
,,,,,4.486330798479087,710.0,0.0,,,,21660.0,433.0
,,,,,4.486330798479087,710.0,0.0,,,,38220.0,1192.0
,,,,,4.486330798479087,710.0,0.0,,,,20040.0,777.0
,,,,,4.486330798479087,710.0,0.0,,,,9660.0,511.0
,,,,,4.486330798479087,710.0,0.0,,,,11020.0,589.0
,,,,,4.486330798479087,710.0,0.0,,,,10410.0,422.0
,,,,,4.486330798479087,710.0,0.0,,,,15040.0,458.0
,,,,,4.486330798479087,710.0,0.0,,,,5600.0,344.0
,,,,,4.486330798479087,710.0,0.0,,,,7560.0,513.0
,,,,,4.486330798479087,710.0,0.0,,,,10370.0,402.0
,,,,,4.486330798479087,710.0,0.0,,,,8850.0,361.0
,,,,,4.486330798479087,710.0,0.0,,,,5640.0,296.0
,,,,,4.486330798479087,710.0,0.0,,,,6700.0,347.0
,,,,,4.486330798479087,710.0,0.0,,,,10140.0,176.0
,,,,,4.486330798479087,710.0,3.0,,,,7290.0,185.0
,,,,,4.486330798479087,710.0,0.0,,,,9030.0,342.0
,,,,,4.486330798479087,710.0,0.0,,,,3380.0,262.0
,,,,,4.486330798479087,710.0,0.0,,,,5180.0,167.0
,,,,,4.486330798479087,710.0,0.0,,,,10300.0,144.0
,,,,,4.486330798479087,710.0,0.0,,,,5350.0,162.0
,,,,,4.486330798479087,710.0,0.0,,,,5520.0,171.0
,,,,,4.486330798479087,710.0,0.0,,,,7300.0,159.0
,,,,,4.486330798479087,710.0,0.0,,,,7510.0,141.0
,,,,,4.486330798479087,710.0,0.0,,,,4340.0,129.0
,,,,,4.486330798479087,710.0,0.0,,,,6850.0,355.0
,,,,,4.486330798479087,710.0,0.0,,,,8880.0,112.0
,,,,,4.486330798479087,710.0,0.0,,,,3270.0,118.0
,,,,,4.486330798479087,710.0,0.0,,,,2940.0,123.0
,,,,,4.486330798479087,710.0,0.0,,,,3610.0,107.0
,,,,,4.486330798479087,710.0,0.0,,,,6450.0,112.0
,,,,,4.486330798479087,710.0,0.0,,,,9360.0,157.0
,,,,,4.486330798479087,710.0,0.0,,,,8980.0,189.0
,,,,,4.486330798479087,710.0,0.0,,,,9340.0,153.0
,,,,,4.486330798479087,710.0,0.0,,,,9680.0,210.0
,,,,,4.486330798479087,710.0,0.0,,,,26510.0,445.0
,,,,,4.486330798479087,710.0,0.0,,,,34120.0,519.0
,,,,,4.486330798479087,710.0,0.0,,,,37340.0,683.0
,,,,,4.486330798479087,710.0,0.0,,,,25550.0,451.0
,,,,,4.486330798479087,710.0,3.0,,,,58850.0,679.0
,,,,,4.486330798479087,710.0,0.0,,,,42330.0,661.0
,,,,,4.486330798479087,710.0,0.0,,,,53990.0,718.0
,,,,,4.486330798479087,710.0,0.0,,,,18470.0,505.0
,,,,,4.486330798479087,710.0,0.0,,,,12870.0,364.0
,,,,,4.486330798479087,710.0,0.0,,,,26300.0,520.0
,,,,,4.486330798479087,710.0,0.0,,,,36530.0,700.0
,,,,,4.486330798479087,710.0,0.0,,,,71730.0,1093.0
,,,,,4.486330798479087,710.0,0.0,,,,34490.0,594.0
,,,,,4.486330798479087,710.0,0.0,,,,14390.0,455.0
,,,,,4.486330798479087,710.0,0.0,,,,53700.0,573.0
,,,,,4.486330798479087,710.0,0.0,,,,70980.0,1157.0
,,,,,4.486330798479087,710.0,0.0,,,,35440.0,930.0
,,,,,4.486330798479087,710.0,0.0,,,,37600.0,833.0
,,,,,4.486330798479087,710.0,0.0,,,,21780.0,428.0
,,,,,4.486330798479087,710.0,0.0,,,,17370.0,365.0
,,,,,4.486330798479087,710.0,0.0,,,,17580.0,406.0
,,,,,4.486330798479087,710.0,0.0,,,,21900.0,276.0
,,,,,4.486330798479087,710.0,0.0,,,,38350.0,532.0
,,,,,4.486330798479087,710.0,0.0,,,,44640.0,743.0
,,,,,4.486330798479087,710.0,0.0,,,,27960.0,591.0
,,,,,4.486330798479087,710.0,0.0,,,,23770.0,519.0
,,,,,4.486330798479087,710.0,0.0,,,,59820.0,855.0
,,,,,4.486330798479087,710.0,0.0,,,,48020.0,688.0
,,,,,4.486330798479087,710.0,0.0,,,,25450.0,504.0
,,,,,4.486330798479087,710.0,0.0,,,,64790.0,909.0
,,,,,4.486330798479087,710.0,0.0,,,,34090.0,601.0
,,,,,4.486330798479087,710.0,0.0,,,,25130.0,455.0
,,,,,4.486330798479087,710.0,0.0,,,,34820.0,550.0
,,,,,4.486330798479087,710.0,0.0,,,,69880.0,855.0
,,,,,4.486330798479087,710.0,0.0,,,,40900.0,776.0
,,,,,4.486330798479087,710.0,0.0,,,,57040.0,754.0
,,,,,4.486330798479087,710.0,0.0,,,,69240.0,857.0
,,,,,4.486330798479087,710.0,0.0,,,,43030.0,625.0
,,,,,4.486330798479087,710.0,0.0,,,,34170.0,610.0
,,,,,4.486330798479087,710.0,0.0,,,,24530.0,626.0
,,,,,4.486330798479087,710.0,0.0,,,,17930.0,347.0
,,,,,4.486330798479087,710.0,0.0,,,,16060.0,335.0
,,,,,4.486330798479087,710.0,0.0,,,,24150.0,364.0
,,,,,4.486330798479087,710.0,0.0,,,,17300.0,367.0
,,,,,4.486330798479087,710.0,3.0,,,,59840.0,696.0
,,,,,4.486330798479087,710.0,0.0,,,,52200.0,828.0
,,,,,4.486330798479087,710.0,0.0,,,,29800.0,627.0
,,,,,4.486330798479087,710.0,0.0,,,,55310.0,644.0
,,,,,4.486330798479087,710.0,0.0,,,,40480.0,639.0
,,,,,4.486330798479087,710.0,0.0,,,,32830.0,1134.0
,,,,,4.486330798479087,710.0,0.0,,,,34660.0,516.0
,,,,,4.486330798479087,710.0,0.0,,,,35940.0,609.0
,,,,,4.486330798479087,710.0,0.0,,,,25490.0,546.0
,,,,,4.486330798479087,710.0,0.0,,,,22830.0,467.0
,,,,,4.486330798479087,710.0,3.0,,,,66030.0,812.0
,,,,,4.486330798479087,710.0,0.0,,,,67360.0,1525.0
,,,,,4.486330798479087,710.0,0.0,,,,35800.0,722.0
,,,,,4.486330798479087,710.0,3.0,,,,21220.0,540.0
,,,,,4.486330798479087,710.0,0.0,,,,32780.0,677.0
,,,,,4.486330798479087,710.0,0.0,,,,51410.0,922.0
,,,,,4.486330798479087,710.0,0.0,,,,30220.0,592.0
,,,,,4.486330798479087,710.0,0.0,,,,23050.0,428.0
,,,,,4.486330798479087,710.0,0.0,,,,21190.0,402.0
,,,,,4.486330798479087,710.0,0.0,,,,44240.0,678.0
,,,,,4.486330798479087,710.0,0.0,,,,26360.0,459.0
,,,,,4.486330798479087,710.0,0.0,,,,12780.0,376.0
,,,,,4.486330798479087,710.0,0.0,,,,13010.0,322.0
,,,,,4.486330798479087,710.0,0.0,,,,10600.0,268.0
,,,,,4.486330798479087,710.0,0.0,,,,7590.0,233.0
,,,,,4.486330798479087,710.0,0.0,,,,11330.0,204.0
,,,,,4.486330798479087,710.0,0.0,,,,6890.0,204.0
,,,,,4.486330798479087,710.0,0.0,,,,8620.0,172.0
,,,,,4.486330798479087,710.0,0.0,,,,4070.0,173.0
,,,,,4.486330798479087,710.0,0.0,,,,7400.0,169.0
,,,,,4.486330798479087,710.0,0.0,,,,6660.0,153.0
,,,,,4.486330798479087,710.0,0.0,,,,9980.0,145.0
,,,,,4.486330798479087,710.0,0.0,,,,6710.0,164.0
,,,,,4.486330798479087,710.0,0.0,,,,8330.0,113.0
,,,,,4.486330798479087,710.0,0.0,,,,2970.0,142.0
,,,,,4.486330798479087,710.0,0.0,,,,4690.0,126.0
,,,,,4.486330798479087,710.0,0.0,,,,3080.0,123.0
,,,,,4.486330798479087,710.0,0.0,,,,11920.0,141.0
,,,,,4.486330798479087,710.0,0.0,,,,5680.0,127.0
,,,,,4.486330798479087,710.0,0.0,,,,4890.0,162.0
,,,,,4.486330798479087,710.0,0.0,,,,10320.0,172.0
,,,,,4.486330798479087,710.0,0.0,,,,22610.0,242.0
,,,,,4.486330798479087,710.0,0.0,,,,2410.0,109.0
,,,,,4.486330798479087,710.0,0.0,,,,8690.0,92.0
,,,,,4.486330798479087,710.0,0.0,,,,4530.0,98.0
,,,,,4.486330798479087,710.0,0.0,,,,4040.0,92.0
,,,,,4.486330798479087,710.0,0.0,,,,6920.0,100.0
,,,,,4.486330798479087,710.0,0.0,,,,4230.0,126.0
,,,,,4.486330798479087,710.0,0.0,,,,22820.0,311.0
,,,,,4.486330798479087,710.0,0.0,,,,20760.0,326.0
,,,,,4.486330798479087,710.0,0.0,,,,27150.0,441.0
,,,,,4.486330798479087,710.0,0.0,,,,66520.0,685.0
,,,,,4.486330798479087,710.0,0.0,,,,24360.0,444.0
,,,,,4.486330798479087,710.0,0.0,,,,18160.0,378.0
,,,,,4.486330798479087,710.0,0.0,,,,17860.0,321.0
,,,,,4.486330798479087,710.0,0.0,,,,75050.0,675.0
,,,,,4.486330798479087,710.0,0.0,,,,80100.0,867.0
,,,,,4.486330798479087,710.0,0.0,,,,27740.0,423.0
,,,,,4.486330798479087,710.0,0.0,,,,32430.0,527.0
,,,,,4.486330798479087,710.0,0.0,,,,30750.0,508.0
,,,,,4.486330798479087,710.0,0.0,,,,64920.0,690.0
,,,,,4.486330798479087,710.0,0.0,,,,36930.0,534.0
,,,,,4.486330798479087,710.0,0.0,,,,18890.0,386.0
,,,,,4.486330798479087,710.0,0.0,,,,46400.0,652.0
,,,,,4.486330798479087,710.0,0.0,,,,96760.0,1125.0
,,,,,4.486330798479087,710.0,0.0,,,,40350.0,645.0
,,,,,4.486330798479087,710.0,0.0,,,,90240.0,1080.0
,,,,,4.486330798479087,710.0,0.0,,,,104340.0,1269.0
,,,,,4.486330798479087,710.0,0.0,,,,32620.0,718.0
,,,,,4.486330798479087,710.0,0.0,,,,22480.0,508.0
,,,,,4.486330798479087,710.0,0.0,,,,28710.0,454.0
,,,,,4.486330798479087,710.0,0.0,,,,29310.0,445.0
,,,,,4.486330798479087,710.0,0.0,,,,19910.0,568.0
,,,,,4.486330798479087,710.0,0.0,,,,12250.0,342.0
,,,,,4.486330798479087,710.0,0.0,,,,15080.0,306.0
,,,,,4.486330798479087,710.0,0.0,,,,17180.0,310.0
,,,,,4.486330798479087,710.0,0.0,,,,36680.0,513.0
,,,,,4.486330798479087,710.0,0.0,,,,14170.0,381.0
,,,,,4.486330798479087,710.0,0.0,,,,18790.0,322.0
,,,,,4.486330798479087,710.0,0.0,,,,14580.0,321.0
,,,,,4.486330798479087,710.0,0.0,,,,22530.0,328.0
,,,,,4.486330798479087,710.0,0.0,,,,18440.0,403.0
,,,,,4.486330798479087,710.0,0.0,,,,64990.0,802.0
,,,,,4.486330798479087,710.0,0.0,,,,36860.0,681.0
,,,,,4.486330798479087,710.0,0.0,,,,18130.0,463.0
,,,,,4.486330798479087,710.0,0.0,,,,14610.0,373.0
,,,,,4.486330798479087,710.0,0.0,,,,10040.0,300.0
,,,,,4.486330798479087,710.0,0.0,,,,11410.0,250.0
,,,,,4.486330798479087,710.0,0.0,,,,14020.0,251.0
,,,,,4.486330798479087,710.0,0.0,,,,12170.0,226.0
,,,,,4.486330798479087,710.0,0.0,,,,10040.0,216.0
,,,,,4.486330798479087,710.0,0.0,,,,9710.0,248.0
,,,,,4.486330798479087,710.0,0.0,,,,55230.0,904.0
,,,,,4.486330798479087,710.0,0.0,,,,19580.0,439.0
,,,,,4.486330798479087,710.0,0.0,,,,15640.0,326.0
,,,,,4.486330798479087,710.0,0.0,,,,13610.0,262.0
,,,,,4.486330798479087,710.0,0.0,,,,9280.0,294.0
,,,,,4.486330798479087,710.0,0.0,,,,9000.0,241.0
,,,,,4.486330798479087,710.0,0.0,,,,23440.0,514.0
,,,,,4.486330798479087,710.0,0.0,,,,6660.0,274.0
,,,,,4.486330798479087,710.0,0.0,,,,5480.0,236.0
,,,,,4.486330798479087,710.0,0.0,,,,8030.0,224.0
,,,,,4.486330798479087,710.0,0.0,,,,4170.0,181.0
,,,,,4.486330798479087,710.0,0.0,,,,7160.0,182.0
,,,,,4.486330798479087,710.0,0.0,,,,13640.0,210.0
,,,,,4.486330798479087,710.0,0.0,,,,4310.0,172.0
,,,,,4.486330798479087,710.0,0.0,,,,3250.0,127.0
,,,,,4.486330798479087,710.0,0.0,,,,3520.0,107.0
,,,,,4.486330798479087,710.0,0.0,,,,2270.0,78.0
,,,,,4.486330798479087,710.0,0.0,,,,6130.0,111.0
,,,,,4.486330798479087,710.0,0.0,,,,3470.0,84.0
,,,,,4.486330798479087,710.0,0.0,,,,9680.0,139.0
,,,,,4.486330798479087,710.0,0.0,,,,8680.0,188.0
,,,,,4.486330798479087,710.0,0.0,,,,2440.0,104.0
,,,,,4.486330798479087,710.0,0.0,,,,1350.0,112.0
,,,,,4.486330798479087,710.0,0.0,,,,5440.0,126.0
,,,,,4.486330798479087,710.0,0.0,,,,9990.0,118.0
,,,,,4.486330798479087,710.0,0.0,,,,2960.0,108.0
,,,,,4.486330798479087,710.0,0.0,,,,7020.0,98.0
,,,,,4.486330798479087,710.0,0.0,,,,6130.0,129.0
,,,,,4.486330798479087,710.0,0.0,,,,7320.0,177.0
,,,,,4.486330798479087,710.0,0.0,,,,5710.0,195.0
,,,,,4.486330798479087,710.0,0.0,,,,7430.0,196.0
,,,,,4.486330798479087,710.0,0.0,,,,22220.0,415.0
,,,,,4.486330798479087,710.0,0.0,,,,26400.0,510.0
,,,,,4.486330798479087,710.0,0.0,,,,11610.0,315.0
,,,,,4.486330798479087,710.0,0.0,,,,14580.0,308.0
,,,,,4.486330798479087,710.0,3.0,,,,20760.0,324.0
,,,,,4.486330798479087,710.0,0.0,,,,28380.0,628.0
,,,,,4.486330798479087,710.0,0.0,,,,42140.0,525.0
,,,,,4.486330798479087,710.0,0.0,,,,20350.0,439.0
,,,,,4.486330798479087,710.0,0.0,,,,31810.0,514.0
,,,,,4.486330798479087,710.0,0.0,,,,44190.0,696.0
,,,,,4.486330798479087,710.0,0.0,,,,28290.0,527.0
,,,,,4.486330798479087,710.0,0.0,,,,25090.0,383.0
,,,,,4.486330798479087,710.0,0.0,,,,16750.0,398.0
,,,,,4.486330798479087,710.0,0.0,,,,21650.0,348.0
,,,,,4.486330798479087,710.0,3.0,,,,27320.0,453.0
,,,,,4.486330798479087,710.0,0.0,,,,60930.0,866.0
,,,,,4.486330798479087,710.0,0.0,,,,19660.0,644.0
,,,,,4.486330798479087,710.0,0.0,,,,21000.0,466.0
,,,,,4.486330798479087,710.0,0.0,,,,13600.0,368.0
,,,,,4.486330798479087,710.0,0.0,,,,18780.0,337.0
,,,,,4.486330798479087,710.0,0.0,,,,19920.0,400.0
,,,,,4.486330798479087,710.0,0.0,,,,20050.0,295.0
,,,,,4.486330798479087,710.0,0.0,,,,18420.0,255.0
,,,,,4.486330798479087,710.0,0.0,,,,36100.0,350.0
,,,,,4.486330798479087,710.0,0.0,,,,57010.0,535.0
,,,,,4.486330798479087,710.0,0.0,,,,56060.0,600.0
,,,,,4.486330798479087,710.0,0.0,,,,31320.0,407.0
,,,,,4.486330798479087,710.0,0.0,,,,26330.0,386.0
,,,,,4.486330798479087,710.0,0.0,,,,19640.0,302.0
,,,,,4.486330798479087,710.0,0.0,,,,41260.0,529.0
,,,,,4.486330798479087,710.0,0.0,,,,60320.0,632.0
,,,,,4.486330798479087,710.0,0.0,,,,47840.0,594.0
,,,,,4.486330798479087,710.0,0.0,,,,18690.0,401.0
,,,,,4.486330798479087,710.0,0.0,,,,35830.0,407.0
,,,,,4.486330798479087,710.0,0.0,,,,30650.0,424.0
,,,,,4.486330798479087,710.0,0.0,,,,38400.0,555.0
,,,,,4.486330798479087,710.0,3.0,,,,48560.0,726.0
,,,,,4.486330798479087,710.0,0.0,,,,42210.0,662.0
,,,,,4.486330798479087,710.0,0.0,,,,48390.0,532.0
,,,,,4.486330798479087,710.0,0.0,,,,33310.0,541.0
,,,,,4.486330798479087,710.0,0.0,,,,65760.0,772.0
,,,,,4.486330798479087,710.0,0.0,,,,24300.0,508.0
,,,,,4.486330798479087,710.0,0.0,,,,22010.0,380.0
,,,,,4.486330798479087,710.0,0.0,,,,17290.0,278.0
,,,,,4.486330798479087,710.0,0.0,,,,14460.0,271.0
,,,,,4.486330798479087,710.0,0.0,,,,47200.0,562.0
,,,,,4.486330798479087,710.0,0.0,,,,26750.0,408.0
,,,,,4.486330798479087,710.0,0.0,,,,19120.0,389.0
,,,,,4.486330798479087,710.0,0.0,,,,21400.0,391.0
,,,,,4.486330798479087,710.0,0.0,,,,62860.0,596.0
,,,,,4.486330798479087,710.0,0.0,,,,60490.0,788.0
,,,,,4.486330798479087,710.0,0.0,,,,33960.0,593.0
,,,,,4.486330798479087,710.0,0.0,,,,20080.0,370.0
,,,,,4.486330798479087,710.0,3.0,,,,45330.0,648.0
,,,,,4.486330798479087,710.0,0.0,,,,69230.0,955.0
,,,,,4.486330798479087,710.0,0.0,,,,28360.0,781.0
,,,,,4.486330798479087,710.0,0.0,,,,14190.0,453.0
,,,,,4.486330798479087,710.0,0.0,,,,15760.0,570.0
,,,,,4.486330798479087,710.0,0.0,,,,20640.0,517.0
,,,,,4.486330798479087,710.0,0.0,,,,32500.0,566.0
,,,,,4.486330798479087,710.0,0.0,,,,47600.0,763.0
,,,,,4.486330798479087,710.0,0.0,,,,24750.0,548.0
,,,,,4.486330798479087,710.0,0.0,,,,24500.0,488.0
,,,,,4.486330798479087,710.0,0.0,,,,63670.0,846.0
,,,,,4.486330798479087,710.0,0.0,,,,67810.0,1002.0
,,,,,4.486330798479087,710.0,0.0,,,,30150.0,691.0
,,,,,4.486330798479087,710.0,0.0,,,,18490.0,451.0
,,,,,4.486330798479087,710.0,0.0,,,,12670.0,350.0
,,,,,4.486330798479087,710.0,0.0,,,,13590.0,359.0
,,,,,4.486330798479087,710.0,0.0,,,,27040.0,347.0
,,,,,4.486330798479087,710.0,0.0,,,,20890.0,386.0
,,,,,4.486330798479087,710.0,0.0,,,,42700.0,700.0
,,,,,4.486330798479087,710.0,0.0,,,,87060.0,1043.0
,,,,,4.486330798479087,710.0,0.0,,,,43420.0,623.0
,,,,,4.486330798479087,710.0,0.0,,,,34930.0,459.0
,,,,,4.486330798479087,710.0,0.0,,,,64830.0,916.0
,,,,,4.486330798479087,710.0,0.0,,,,64490.0,755.0
,,,,,4.486330798479087,710.0,0.0,,,,34620.0,661.0
,,,,,4.486330798479087,710.0,0.0,,,,48950.0,744.0
,,,,,4.486330798479087,710.0,0.0,,,,59950.0,815.0
,,,,,4.486330798479087,710.0,0.0,,,,38590.0,716.0
,,,,,4.486330798479087,710.0,0.0,,,,25050.0,451.0
,,,,,4.486330798479087,710.0,0.0,,,,23930.0,426.0
,,,,,4.486330798479087,710.0,0.0,,,,37480.0,660.0
,,,,,4.486330798479087,710.0,0.0,,,,41410.0,630.0
,,,,,4.486330798479087,710.0,0.0,,,,59640.0,722.0
,,,,,4.486330798479087,710.0,0.0,,,,26210.0,512.0
,,,,,4.486330798479087,710.0,0.0,,,,29730.0,539.0
,,,,,4.486330798479087,710.0,0.0,,,,26280.0,404.0
,,,,,4.486330798479087,710.0,0.0,,,,40370.0,755.0
,,,,,4.486330798479087,710.0,0.0,,,,20740.0,510.0
,,,,,4.486330798479087,710.0,0.0,,,,13520.0,363.0
,,,,,4.486330798479087,710.0,0.0,,,,24890.0,363.0
,,,,,4.486330798479087,710.0,0.0,,,,31720.0,423.0
,,,,,4.486330798479087,710.0,0.0,,,,19240.0,370.0
,,,,,4.486330798479087,710.0,0.0,,,,25630.0,423.0
,,,,,4.486330798479087,710.0,0.0,,,,21040.0,402.0
,,,,,4.486330798479087,710.0,3.0,,,,32810.0,524.0
,,,,,4.486330798479087,710.0,0.0,,,,33330.0,482.0
,,,,,4.486330798479087,710.0,0.0,,,,50840.0,719.0
,,,,,4.486330798479087,710.0,0.0,,,,31430.0,484.0
,,,,,4.486330798479087,710.0,0.0,,,,22810.0,508.0
,,,,,4.486330798479087,710.0,0.0,,,,32220.0,513.0
,,,,,4.486330798479087,710.0,0.0,,,,49480.0,579.0
,,,,,4.486330798479087,710.0,0.0,,,,28350.0,467.0
,,,,,4.486330798479087,710.0,0.0,,,,23160.0,393.0
,,,,,4.486330798479087,710.0,0.0,,,,37570.0,539.0
,,,,,4.486330798479087,710.0,0.0,,,,27480.0,441.0
,,,,,4.486330798479087,710.0,0.0,,,,16830.0,396.0
,,,,,4.486330798479087,710.0,0.0,,,,44330.0,485.0
,,,,,4.486330798479087,710.0,0.0,,,,28360.0,434.0
,,,,,4.486330798479087,710.0,0.0,,,,28240.0,460.0
,,,,,4.486330798479087,710.0,0.0,,,,31620.0,520.0
,,,,,4.486330798479087,710.0,0.0,,,,22850.0,515.0
,,,,,4.486330798479087,710.0,0.0,,,,14710.0,321.0
,,,,,4.486330798479087,710.0,0.0,,,,11210.0,323.0
,,,,,4.486330798479087,710.0,0.0,,,,16690.0,267.0
,,,,,4.486330798479087,710.0,0.0,,,,15610.0,246.0
,,,,,4.486330798479087,710.0,0.0,,,,20330.0,413.0
,,,,,4.486330798479087,710.0,0.0,,,,18920.0,330.0
,,,,,4.486330798479087,710.0,0.0,,,,30130.0,403.0
,,,,,4.486330798479087,710.0,0.0,,,,20660.0,335.0
,,,,,4.486330798479087,710.0,0.0,,,,14110.0,280.0
,,,,,4.486330798479087,710.0,0.0,,,,36910.0,455.0
,,,,,4.486330798479087,710.0,0.0,,,,37620.0,520.0
,,,,,4.486330798479087,710.0,0.0,,,,24100.0,392.0
,,,,,4.486330798479087,710.0,0.0,,,,39120.0,651.0
,,,,,4.486330798479087,710.0,0.0,,,,54070.0,696.0
,,,,,4.486330798479087,710.0,0.0,,,,32490.0,595.0
,,,,,4.486330798479087,710.0,0.0,,,,31800.0,585.0
,,,,,4.486330798479087,710.0,0.0,,,,28060.0,470.0
,,,,,4.486330798479087,710.0,0.0,,,,42090.0,794.0
,,,,,4.486330798479087,710.0,0.0,,,,34390.0,646.0
,,,,,4.486330798479087,710.0,0.0,,,,39770.0,870.0
,,,,,4.486330798479087,710.0,0.0,,,,12560.0,469.0
,,,,,4.486330798479087,710.0,0.0,,,,15840.0,436.0
,,,,,4.486330798479087,710.0,0.0,,,,10690.0,297.0
,,,,,4.486330798479087,710.0,0.0,,,,8460.0,223.0
